season,season_id,player_id,provider_id,team_team_id,team_official_name,media_first_name,media_last_name,short_name,role_label,nationality,bib_number,role,display_name,nationality_iso_code,rank_label,team_provider_id,team_short_name,team_acronym_name,team_media_name,team_country_code,games_played,minutes_played,goals,assists,total_scoring_attempts,goal_involvements,on_target_scoring_attempts,total_attacking_assist,tackles_won,fouls_committed,fouls_suffered,total_offside,yellow_cards,red_cards,aerials_won_perc,accurate_pass_percentage,goals_conceded,goals_against_average,corners,goals_free_kick,hit_woodwork,penalty_attempts,penalties_successful,yellow_red_cards,xg,xgefficiency,tackles_won_perc,duels_won_perc,aerial_duels_won_perc,crosses_complete_percentage,total_distance_covered,avg_distance_covered,total_distance_covered_walking,average_distance_covered_walking,total_distance_covered_jogging,average_distance_covered_jogging,total_distance_covered_low_intensity_running,average_distance_covered_low_intensity_running,total_distance_covered_sprinting,average_distance_covered_sprinting,total_distance_covered_high_intensity_running,average_distance_covered_high_intensity_running,sprints,total_red_cards,straight_red_cards,red_cards_2nd_yellow,substitute_on,substitute_off,source_category_general,average_speed,top_speed,accurate_pass,accurate_forward_pass,total_pass,cross,assists_average_over_90_minutes,accurate_long_balls,successful_short_passes,turnover,cross_attempts,long_pass_attempts,long_passes_successful,medium_passes_successful,source_category_passing,time_played,open_play_passes,backward_passes,successful_passes_opposition_half,unsuccessful_long_passes,total_losses_of_possession,successful_passes_own_half,total_tackles,unsuccessful_short_passes,total_passes,total_fouls_conceded,total_unsuccessful_passes_excl_crosses_corners,rightside_passes,unsuccessful_passes_opposition_half,recoveries,putthrough_blocked_distribution,unsuccessful_passes_own_half,touches,appearances,foul_attempted_tackle,ground_duels,forward_passes,index,duels_won,successful_long_passes,duels,ground_duels_lost,leftside_passes,successful_open_play_passes,total_successful_passes_excl_crosses_corners,duels_lost,interceptions,ground_duels_won,saves_made,gk_successful_distribution,successful_launches,unsuccessful_launches,goals_conceded_inside_box,starts,saves_made_parried,unsuccessful_dribbles,total_clearances,saves_made_from_inside_box,saves,penalty_conceded,long_ball_percentage,total_cleareance,goalkeeper_saves_per_90_min,goalkeeper_saves_per_match,source_category_goalkeeping,shots_off_target_inc_woodwork,aerial_duels_lost,total_shots,total_touches_in_opposition_box,aerial_duels_won,aerial_duels,clean_sheets,catches,total_fouls_won,saves_made_from_outside_box,saves_made_caught,gk_unsuccessful_distribution,unsuccessful_crosses_open_play,throw_ins_to_own_player,successful_crosses_corners,putthrough_blocked_distribution_won,successful_dribbles,key_passes_attempt_assists,blocked_shots,throw_ins_to_opposition_player,successful_crosses_open_play,unsuccessful_crosses_corners,unsuccessful_lay_offs,tackles_lost,successful_lay_offs,through_balls,offsides,corners_won,shots_on_target_inc_goals,successful_corners_into_box,corners_taken_incl_short_corners,unsuccessful_corners_into_box,blocks,punches,goalkeeper_smother,attempts_from_set_pieces,handballs_conceded,goal_assists,right_foot_goals,goals_from_inside_box,assists_intentional,left_foot_goals,clearances_off_the_line,headed_goals
2015,nwsl::Football_Season::6199a51e9a764735b006e19fb7b2fb64,nwsl::Football_Player::34a5810671a94cf784b4198422abfee2,opta:Player:dvkjopr8uepcvaza4d4lmo0yd,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,,,K. Kallman,Defender,USA,5,2,,USA,52,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,US,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,nwsl::Football_Season::6199a51e9a764735b006e19fb7b2fb64,nwsl::Football_Player::ca11498392684f8690ad8b848254f93e,opta:Player:d3mt8jt1xcruhtvz9ou390m39,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,,,M. Pathman,Defender,USA,20,2,,USA,55,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,US,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,nwsl::Football_Season::6199a51e9a764735b006e19fb7b2fb64,nwsl::Football_Player::42936a9daa8f445da30e178232ec302f,opta:Player:4c7krqr1h7m6d2cgo90lcey8l,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,,,C. Levin,Defender,USA,22,2,,USA,57,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,nwsl::Football_Season::6199a51e9a764735b006e19fb7b2fb64,nwsl::Football_Player::b58f51de59394e22b763518350c6a3c0,opta:Player:dx2cwi6giakekscdv70cpkp1x,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,,,S. McCaffrey,Forward,USA,9,4,,USA,91,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,US,19,0,3,0,0,0,0,0,0,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,nwsl::Football_Season::6199a51e9a764735b006e19fb7b2fb64,nwsl::Football_Player::03347a8c4c7f4c3a836cc3311816abe6,opta:Player:62ck4kld6z457sqojo7s5d61h,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,,,H. McCall,Defender,USA,17,2,,USA,56,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,16,0,1,0,0,0,0,0,0,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,nwsl::Football_Season::6199a51e9a764735b006e19fb7b2fb64,nwsl::Football_Player::2245a6a4a41b4618aff766a1eaaf3fcc,opta:Player:5wxns6n4o24bmroqsx4kq0bmd,nwsl::Football_Team::60d7d72f0a134943921fee199cca61a2,Boston Breakers,,,M. Marlborough,Forward,USA,15,4,,USA,71,opta:Team:b8b7m094941l37s57ky5qydje,Breakers,BOS,Boston Breakers,US,16,0,3,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,nwsl::Football_Season::6199a51e9a764735b006e19fb7b2fb64,nwsl::Football_Player::bd7de3cc2c0041338508e27532edd94f,opta:Player:4yczarf0md85e742fis392w9h,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,,,R. Axon,Midfielder,England,40,3,,ENG,74,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,nwsl::Football_Season::6199a51e9a764735b006e19fb7b2fb64,nwsl::Football_Player::7bcd8c4624d34774ab041b22092a51bc,opta:Player:3byn3teegkc18h7259m949tcl,nwsl::Football_Team::ca3f464d6b794a9087d441d75961403f,Houston Dash,,,N. Cross,Defender,USA,19,2,,USA,64,opta:Team:c3v2ohfuzoqmc8ljm65hi80sj,Dash,HOU,Houston Dash,US,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,nwsl::Football_Season::6199a51e9a764735b006e19fb7b2fb64,nwsl::Football_Player::d99fa3e8da5e4f6b8da2de3174e63f9a,opta:Player:ckrm5c1majf47iejtoifre0h5,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,,,K. Grubka,Defender,USA,13,2,,USA,72,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,nwsl::Football_Season::6199a51e9a764735b006e19fb7b2fb64,nwsl::Football_Player::32ca7b5a45224a07b33481b376aa6351,opta:Player:4bji7nr72zw8k792q16m51g45,nwsl::Football_Team::c83f2ca05aa84c738b5373f0d2a31b39,NJ/NY Gotham FC,,,M. Hayes,Forward,USA,11,4,,USA,67,opta:Team:bgkfdckqfqnfbmecbtz03n76d,Gotham FC,GFC,NJ/NY Gotham FC,US,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
